Time,Temperature,Dew_Point,Humidity,Wind,Wind_Speed,Wind_Gust,Pressure,Precipitation,Condition,,
2:53 PM,90 °F,53 °F,28 %,NNE,3 mph,0 mph,29.47 in,0.0 in,Fair,,
3:53 PM,90 °F,52 °F,27 %,ENE,8 mph,0 mph,29.45 in,0.0 in,Fair,,
4:53 PM,90 °F,49 °F,24 %,E,8 mph,0 mph,29.44 in,0.0 in,Fair,,
5:53 PM,89 °F,47 °F,23 %,E,7 mph,0 mph,29.44 in,0.0 in,Fair,,
6:53 PM,87 °F,49 °F,27 %,E,6 mph,0 mph,29.44 in,0.0 in,Fair,,
7:53 PM,81 °F,54 °F,39 %,ESE,5 mph,0 mph,29.45 in,0.0 in,Fair,,
8:53 PM,70 °F,57 °F,63 %,CALM,0 mph,0 mph,29.47 in,0.0 in,Fair,,
9:53 PM,71 °F,59 °F,66 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
10:53 PM,76 °F,63 °F,64 %,SE,6 mph,0 mph,29.50 in,0.0 in,Fair,,
11:53 PM,72 °F,64 °F,76 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
12:53 AM,68 °F,64 °F,87 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
1:53 AM,67 °F,64 °F,90 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
2:53 AM,66 °F,64 °F,93 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
3:53 AM,64 °F,63 °F,96 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
4:53 AM,64 °F,63 °F,96 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
5:53 AM,65 °F,63 °F,93 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
6:53 AM,64 °F,63 °F,96 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
7:53 AM,67 °F,65 °F,93 %,CALM,0 mph,0 mph,29.52 in,0.0 in,Partly Cloudy,,
8:53 AM,75 °F,69 °F,82 %,ENE,7 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,,
9:53 AM,77 °F,68 °F,74 %,NE,5 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy,,
10:53 AM,79 °F,69 °F,72 %,E,3 mph,0 mph,29.54 in,0.0 in,Cloudy,,
11:53 AM,85 °F,70 °F,61 %,E,8 mph,0 mph,29.53 in,0.0 in,Partly Cloudy,,
12:53 PM,86 °F,69 °F,57 %,E,8 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,,
1:53 PM,88 °F,67 °F,49 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,,
2:53 PM,90 °F,67 °F,46 %,VAR,3 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
3:53 PM,90 °F,66 °F,45 %,VAR,5 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,,
4:53 PM,90 °F,65 °F,43 %,E,9 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy,,
5:53 PM,91 °F,63 °F,39 %,ENE,9 mph,0 mph,29.42 in,0.0 in,Cloudy,,
6:53 PM,88 °F,63 °F,43 %,E,7 mph,0 mph,29.42 in,0.0 in,Cloudy,,
7:53 PM,85 °F,63 °F,48 %,E,9 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,,
8:53 PM,83 °F,65 °F,54 %,SSE,6 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
9:53 PM,78 °F,66 °F,66 %,SSE,5 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
10:53 PM,77 °F,66 °F,69 %,ESE,5 mph,0 mph,29.48 in,0.0 in,Partly Cloudy,,
11:53 PM,76 °F,66 °F,71 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Partly Cloudy,,
12:53 AM,72 °F,67 °F,84 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,,
1:53 AM,73 °F,67 °F,81 %,SW,3 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
2:53 AM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
3:53 AM,72 °F,68 °F,87 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
4:53 AM,73 °F,68 °F,84 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
5:53 AM,72 °F,69 °F,91 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
6:53 AM,74 °F,70 °F,87 %,ENE,3 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
7:53 AM,74 °F,71 °F,91 %,ENE,3 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
8:53 AM,75 °F,71 °F,87 %,ENE,6 mph,0 mph,29.48 in,0.0 in,Light Rain,,
9:53 AM,77 °F,71 °F,82 %,ENE,8 mph,0 mph,29.47 in,0.0 in,Cloudy,,
10:53 AM,82 °F,71 °F,69 %,E,12 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,,
11:53 AM,83 °F,70 °F,65 %,ESE,21 mph,26 mph,29.48 in,0.0 in,Cloudy / Windy,,
12:53 PM,83 °F,69 °F,63 %,E,12 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
1:53 PM,86 °F,66 °F,51 %,E,13 mph,17 mph,29.42 in,0.0 in,Cloudy,,
2:53 PM,86 °F,63 °F,46 %,ESE,16 mph,22 mph,29.39 in,0.0 in,Mostly Cloudy,,
3:53 PM,87 °F,65 °F,48 %,E,13 mph,21 mph,29.37 in,0.0 in,Mostly Cloudy,,
4:53 PM,85 °F,66 °F,53 %,E,12 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,,
5:53 PM,86 °F,66 °F,51 %,E,12 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,,
6:53 PM,81 °F,63 °F,54 %,ESE,16 mph,26 mph,29.35 in,0.0 in,Mostly Cloudy,,
7:53 PM,79 °F,65 °F,62 %,E,10 mph,0 mph,29.37 in,0.0 in,Cloudy,,
8:53 PM,78 °F,64 °F,62 %,E,12 mph,0 mph,29.37 in,0.0 in,Cloudy,,
9:53 PM,76 °F,61 °F,60 %,E,6 mph,0 mph,29.38 in,0.0 in,Fair,,
10:53 PM,73 °F,61 °F,66 %,NNE,3 mph,0 mph,29.37 in,0.0 in,Partly Cloudy,,
11:53 PM,75 °F,62 °F,64 %,NE,9 mph,0 mph,29.37 in,0.0 in,Cloudy,,
12:53 AM,75 °F,64 °F,69 %,NNE,9 mph,0 mph,29.36 in,0.0 in,Cloudy,,
1:53 AM,74 °F,64 °F,71 %,NNE,10 mph,0 mph,29.34 in,0.0 in,Cloudy,,
2:53 AM,69 °F,65 °F,87 %,NNE,7 mph,0 mph,29.33 in,0.0 in,Cloudy,,
3:53 AM,70 °F,65 °F,84 %,N,9 mph,0 mph,29.31 in,0.0 in,Fair,,
4:53 AM,70 °F,65 °F,84 %,N,12 mph,0 mph,29.31 in,0.0 in,Cloudy,,
5:53 AM,72 °F,64 °F,76 %,N,9 mph,0 mph,29.30 in,0.0 in,Partly Cloudy,,
6:53 AM,72 °F,65 °F,78 %,N,8 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy,,
7:53 AM,72 °F,65 °F,78 %,N,10 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,,
8:53 AM,75 °F,65 °F,71 %,N,14 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
9:53 AM,76 °F,66 °F,71 %,N,14 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,,
10:53 AM,78 °F,66 °F,66 %,NNE,16 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,,
11:53 AM,81 °F,66 °F,60 %,N,14 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,,
12:53 PM,82 °F,66 °F,58 %,NNE,14 mph,22 mph,29.30 in,0.0 in,Mostly Cloudy,,
1:53 PM,84 °F,66 °F,55 %,NNE,15 mph,24 mph,29.28 in,0.0 in,Mostly Cloudy,,
2:53 PM,85 °F,66 °F,53 %,NNE,20 mph,26 mph,29.25 in,0.0 in,Mostly Cloudy,,
3:53 PM,82 °F,66 °F,58 %,NNE,17 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy,,
4:53 PM,83 °F,66 °F,56 %,NNE,18 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy,,
5:53 PM,82 °F,67 °F,60 %,NNE,15 mph,21 mph,29.23 in,0.0 in,Cloudy,,
6:53 PM,80 °F,68 °F,67 %,NNE,12 mph,0 mph,29.24 in,0.0 in,Cloudy,,
7:53 PM,79 °F,68 °F,69 %,N,10 mph,0 mph,29.24 in,0.0 in,Cloudy,,
8:53 PM,77 °F,68 °F,74 %,NNE,10 mph,0 mph,29.26 in,0.0 in,Partly Cloudy,,
9:53 PM,77 °F,68 °F,74 %,NNE,10 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy,,14
10:53 PM,76 °F,68 °F,76 %,N,10 mph,0 mph,29.27 in,0.0 in,Partly Cloudy,,
11:53 PM,74 °F,69 °F,85 %,NE,9 mph,0 mph,29.28 in,0.0 in,Fair,,
12:53 AM,73 °F,68 °F,84 %,N,8 mph,0 mph,29.29 in,0.0 in,Fair,,
1:53 AM,71 °F,69 °F,93 %,N,7 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy,,
2:53 AM,71 °F,68 °F,90 %,N,9 mph,0 mph,29.26 in,0.0 in,Cloudy,,
3:53 AM,73 °F,68 °F,84 %,NNE,10 mph,0 mph,29.26 in,0.0 in,Cloudy,,
4:53 AM,71 °F,68 °F,90 %,N,13 mph,0 mph,29.26 in,0.0 in,Cloudy,,
5:53 AM,71 °F,67 °F,87 %,N,12 mph,0 mph,29.27 in,0.0 in,Cloudy,,
6:53 AM,73 °F,67 °F,81 %,N,12 mph,0 mph,29.28 in,0.0 in,Cloudy,,
7:53 AM,74 °F,66 °F,76 %,N,10 mph,0 mph,29.30 in,0.0 in,Cloudy,,
8:53 AM,76 °F,66 °F,71 %,NNE,13 mph,23 mph,29.31 in,0.0 in,Cloudy,,
9:53 AM,76 °F,67 °F,74 %,NNE,16 mph,24 mph,29.33 in,0.0 in,Cloudy,,
10:53 AM,77 °F,66 °F,69 %,N,16 mph,24 mph,29.34 in,0.0 in,Cloudy,,
11:53 AM,80 °F,66 °F,62 %,N,17 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,,
12:53 PM,82 °F,65 °F,56 %,NNE,14 mph,21 mph,29.32 in,0.0 in,Cloudy,,
1:53 PM,83 °F,66 °F,56 %,ENE,8 mph,20 mph,29.30 in,0.0 in,Mostly Cloudy,,
2:53 PM,87 °F,66 °F,49 %,E,10 mph,23 mph,29.25 in,0.0 in,Partly Cloudy,,
3:53 PM,86 °F,65 °F,49 %,N,8 mph,0 mph,29.23 in,0.0 in,Partly Cloudy,,
4:53 PM,89 °F,64 °F,43 %,NE,13 mph,23 mph,29.22 in,0.0 in,Partly Cloudy,,
5:53 PM,88 °F,64 °F,45 %,ENE,14 mph,0 mph,29.22 in,0.0 in,Partly Cloudy,,
6:53 PM,86 °F,65 °F,49 %,ENE,12 mph,20 mph,29.24 in,0.0 in,Partly Cloudy,,
7:53 PM,81 °F,66 °F,60 %,E,6 mph,0 mph,29.26 in,0.0 in,Partly Cloudy,,
8:53 PM,76 °F,66 °F,71 %,CALM,0 mph,0 mph,29.28 in,0.0 in,Fair,,
9:53 PM,73 °F,66 °F,79 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Fair,,
10:53 PM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Fair,,
11:53 PM,69 °F,66 °F,90 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Fair,,
12:53 AM,68 °F,65 °F,90 %,CALM,0 mph,0 mph,29.32 in,0.0 in,Fair,,
1:53 AM,69 °F,66 °F,90 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Fair,,
2:53 AM,67 °F,65 °F,93 %,NNW,3 mph,0 mph,29.29 in,0.0 in,Fair,,
3:53 AM,65 °F,64 °F,97 %,CALM,0 mph,0 mph,29.29 in,0.0 in,Fair,,
4:53 AM,65 °F,64 °F,97 %,CALM,0 mph,0 mph,29.29 in,0.0 in,Fair,,
5:53 AM,67 °F,65 °F,93 %,W,3 mph,0 mph,29.30 in,0.0 in,Fair,,
6:53 AM,67 °F,65 °F,93 %,W,3 mph,0 mph,29.30 in,0.0 in,Fair,,
7:53 AM,67 °F,66 °F,97 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair,,
8:53 AM,73 °F,67 °F,81 %,N,7 mph,0 mph,29.33 in,0.0 in,Fair,,
9:53 AM,78 °F,67 °F,68 %,NNE,6 mph,0 mph,29.35 in,0.0 in,Fair,,
10:53 AM,83 °F,67 °F,58 %,NNE,7 mph,0 mph,29.35 in,0.0 in,Fair,,
11:53 AM,83 °F,65 °F,54 %,NE,7 mph,21 mph,29.34 in,0.0 in,Fair,,
12:53 PM,88 °F,65 °F,46 %,N,8 mph,18 mph,29.32 in,0.0 in,Partly Cloudy,,
1:53 PM,91 °F,65 °F,42 %,NNE,10 mph,21 mph,29.29 in,0.0 in,Partly Cloudy,,
2:53 PM,90 °F,64 °F,42 %,N,9 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy,,
3:53 PM,90 °F,64 °F,42 %,NE,12 mph,17 mph,29.25 in,0.0 in,Mostly Cloudy,,
4:53 PM,90 °F,63 °F,40 %,NNE,5 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy,,
5:53 PM,91 °F,64 °F,41 %,E,9 mph,0 mph,29.23 in,0.0 in,Partly Cloudy,,
6:53 PM,89 °F,64 °F,43 %,ENE,9 mph,0 mph,29.24 in,0.0 in,Partly Cloudy,,
7:53 PM,85 °F,65 °F,51 %,ENE,7 mph,0 mph,29.26 in,0.0 in,Fair,,
8:53 PM,81 °F,66 °F,60 %,E,7 mph,0 mph,29.29 in,0.0 in,Fair,,
9:53 PM,77 °F,67 °F,71 %,ESE,7 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,,18
10:53 PM,76 °F,68 °F,76 %,ESE,7 mph,0 mph,29.33 in,0.0 in,Fair,,
11:53 PM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
12:53 AM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
1:53 AM,68 °F,66 °F,93 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
2:53 AM,67 °F,66 °F,97 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
3:53 AM,67 °F,66 °F,97 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
4:53 AM,65 °F,64 °F,97 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair,,
5:53 AM,66 °F,65 °F,96 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Fair,,
6:53 AM,65 °F,65 °F,100 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair,,
7:53 AM,68 °F,67 °F,96 %,WSW,5 mph,0 mph,29.39 in,0.0 in,Fair,,
8:53 AM,73 °F,69 °F,87 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Fair,,
9:53 AM,79 °F,71 °F,77 %,SSW,3 mph,0 mph,29.42 in,0.0 in,Fair,,
10:53 AM,84 °F,70 °F,63 %,S,3 mph,0 mph,29.42 in,0.0 in,Fair,,
11:53 AM,88 °F,68 °F,51 %,VAR,3 mph,0 mph,29.41 in,0.0 in,Fair,,
12:53 PM,90 °F,67 °F,46 %,CALM,0 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,,
1:53 PM,92 °F,66 °F,42 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Partly Cloudy,,
2:53 PM,93 °F,65 °F,39 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,,
3:53 PM,95 °F,65 °F,37 %,N,5 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
4:53 PM,94 °F,65 °F,38 %,ENE,9 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
5:53 PM,94 °F,64 °F,37 %,VAR,6 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
6:53 PM,91 °F,64 °F,41 %,E,5 mph,0 mph,29.34 in,0.0 in,Fair,,
7:53 PM,88 °F,65 °F,46 %,E,6 mph,0 mph,29.35 in,0.0 in,Fair,,
8:53 PM,84 °F,67 °F,56 %,ENE,7 mph,0 mph,29.37 in,0.0 in,Fair,,
9:53 PM,82 °F,67 °F,60 %,ENE,6 mph,0 mph,29.40 in,0.0 in,Fair,,
10:53 PM,76 °F,67 °F,74 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Fair,,
11:53 PM,74 °F,67 °F,79 %,CALM,0 mph,0 mph,29.42 in,0.0 in,Fair,,
12:53 AM,72 °F,67 °F,84 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair,,
1:53 AM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair,,
2:53 AM,70 °F,66 °F,87 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Fair,,
3:53 AM,70 °F,67 °F,90 %,WSW,3 mph,0 mph,29.44 in,0.0 in,Fair,,
4:53 AM,70 °F,67 °F,90 %,ENE,8 mph,0 mph,29.44 in,0.0 in,Fair,,
5:53 AM,68 °F,66 °F,93 %,SSW,3 mph,0 mph,29.44 in,0.0 in,Fair,,
6:53 AM,68 °F,66 °F,93 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Fair,,
7:53 AM,70 °F,67 °F,90 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Fair,,
8:53 AM,79 °F,69 °F,72 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Fair,,
9:53 AM,85 °F,69 °F,59 %,NW,6 mph,0 mph,29.48 in,0.0 in,Fair,,
10:53 AM,87 °F,69 °F,55 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
11:53 AM,88 °F,67 °F,49 %,SE,5 mph,0 mph,29.47 in,0.0 in,Partly Cloudy,,
12:53 PM,91 °F,67 °F,45 %,VAR,7 mph,0 mph,29.46 in,0.0 in,Partly Cloudy,,
1:53 PM,93 °F,66 °F,41 %,VAR,6 mph,18 mph,29.42 in,0.0 in,Fair,,
2:53 PM,94 °F,65 °F,38 %,N,8 mph,0 mph,29.38 in,0.0 in,Fair,,
3:53 PM,96 °F,63 °F,33 %,ENE,9 mph,21 mph,29.34 in,0.0 in,Fair,,
4:53 PM,97 °F,63 °F,32 %,NNE,12 mph,0 mph,29.34 in,0.0 in,Fair,,
5:53 PM,95 °F,61 °F,32 %,NNE,9 mph,0 mph,29.33 in,0.0 in,Fair,,
6:53 PM,88 °F,67 °F,49 %,E,12 mph,0 mph,29.33 in,0.0 in,Fair,,
7:53 PM,83 °F,68 °F,60 %,E,5 mph,0 mph,29.34 in,0.0 in,Fair,,
8:53 PM,76 °F,68 °F,76 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair,,
9:53 PM,77 °F,68 °F,74 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Fair,,
10:53 PM,74 °F,68 °F,82 %,WSW,3 mph,0 mph,29.40 in,0.0 in,Fair,,
11:53 PM,73 °F,68 °F,84 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Fair,,
12:53 AM,74 °F,68 °F,82 %,WSW,3 mph,0 mph,29.39 in,0.0 in,Fair,,
1:53 AM,72 °F,68 °F,87 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Fair,,
2:53 AM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Fair,,
3:53 AM,69 °F,67 °F,93 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair,,
4:53 AM,70 °F,67 °F,90 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Fair,,
5:53 AM,67 °F,65 °F,93 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Fair,,
6:53 AM,68 °F,66 °F,93 %,SW,3 mph,0 mph,29.36 in,0.0 in,Fair,,
7:53 AM,71 °F,68 °F,90 %,SSW,5 mph,0 mph,29.38 in,0.0 in,Fair,,
8:53 AM,78 °F,69 °F,74 %,SW,3 mph,0 mph,29.39 in,0.0 in,Fair,,
9:53 AM,84 °F,69 °F,61 %,VAR,3 mph,0 mph,29.39 in,0.0 in,Fair,,
10:53 AM,89 °F,68 °F,50 %,VAR,6 mph,0 mph,29.39 in,0.0 in,Fair,,
11:53 AM,92 °F,67 °F,44 %,SSW,5 mph,0 mph,29.38 in,0.0 in,Fair,,
12:53 PM,93 °F,66 °F,41 %,VAR,3 mph,0 mph,29.35 in,0.0 in,Fair,,
1:53 PM,94 °F,64 °F,37 %,SW,8 mph,0 mph,29.31 in,0.0 in,Fair,,
2:53 PM,96 °F,61 °F,31 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Fair,,
3:53 PM,97 °F,61 °F,30 %,VAR,6 mph,0 mph,29.24 in,0.0 in,Fair,,
4:53 PM,96 °F,60 °F,30 %,CALM,0 mph,0 mph,29.23 in,0.0 in,Fair,,
5:53 PM,96 °F,59 °F,29 %,CALM,0 mph,0 mph,29.22 in,0.0 in,Fair,,
6:53 PM,93 °F,63 °F,37 %,S,7 mph,0 mph,29.23 in,0.0 in,Partly Cloudy,,
7:53 PM,84 °F,64 °F,51 %,S,7 mph,0 mph,29.23 in,0.0 in,Partly Cloudy,,
8:53 PM,82 °F,65 °F,56 %,SSW,6 mph,0 mph,29.24 in,0.0 in,Fair,,
9:53 PM,77 °F,66 °F,69 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Fair,,
10:53 PM,77 °F,66 °F,69 %,SE,3 mph,0 mph,29.28 in,0.0 in,Fair,,
11:53 PM,79 °F,69 °F,72 %,S,12 mph,0 mph,29.29 in,0.0 in,Fair,,
12:53 AM,77 °F,70 °F,79 %,S,8 mph,0 mph,29.29 in,0.0 in,Fair,,
1:53 AM,73 °F,70 °F,90 %,S,6 mph,0 mph,29.29 in,0.0 in,Fair,,
2:53 AM,74 °F,71 °F,91 %,S,6 mph,0 mph,29.29 in,0.0 in,Fair,,
3:53 AM,73 °F,71 °F,93 %,S,5 mph,0 mph,29.28 in,0.0 in,Fair,,
4:53 AM,74 °F,71 °F,91 %,S,8 mph,0 mph,29.28 in,0.0 in,Fair,,
5:53 AM,73 °F,71 °F,93 %,S,5 mph,0 mph,29.28 in,0.0 in,Fair,,
6:53 AM,74 °F,72 °F,93 %,S,6 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy,,
7:53 AM,75 °F,73 °F,94 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Fair,,
8:53 AM,79 °F,74 °F,84 %,S,10 mph,0 mph,29.31 in,0.0 in,Fair,,
9:53 AM,83 °F,73 °F,72 %,SSW,8 mph,0 mph,29.32 in,0.0 in,Fair,,
10:53 AM,88 °F,71 °F,57 %,SSW,12 mph,0 mph,29.33 in,0.0 in,Fair,,
11:53 AM,91 °F,68 °F,47 %,S,15 mph,21 mph,29.33 in,0.0 in,Fair,,
12:53 PM,94 °F,65 °F,38 %,SW,13 mph,0 mph,29.31 in,0.0 in,Fair,,
1:53 PM,97 °F,65 °F,35 %,SSE,9 mph,21 mph,29.29 in,0.0 in,Fair,,
2:53 PM,97 °F,63 °F,32 %,SSW,13 mph,18 mph,29.26 in,0.0 in,Partly Cloudy,,
3:53 PM,98 °F,62 °F,30 %,SE,7 mph,0 mph,29.24 in,0.0 in,Partly Cloudy,,
4:53 PM,97 °F,61 °F,30 %,,0 mph,0 mph,29.24 in,0.0 in,Partly Cloudy,,
5:53 PM,97 °F,61 °F,30 %,S,8 mph,0 mph,29.23 in,0.0 in,Partly Cloudy,,
6:53 PM,94 °F,61 °F,33 %,S,9 mph,0 mph,29.24 in,0.0 in,Fair,,
7:53 PM,90 °F,63 °F,40 %,SSE,8 mph,0 mph,29.24 in,0.0 in,Fair,,
8:53 PM,87 °F,64 °F,46 %,SSE,10 mph,0 mph,29.27 in,0.0 in,Fair,,
9:53 PM,85 °F,68 °F,57 %,S,10 mph,0 mph,29.29 in,0.0 in,Fair,,
10:53 PM,83 °F,71 °F,67 %,S,12 mph,0 mph,29.32 in,0.0 in,Fair,,
11:53 PM,80 °F,73 °F,79 %,S,12 mph,0 mph,29.33 in,0.0 in,Fair,,
12:53 AM,79 °F,75 °F,88 %,S,12 mph,0 mph,29.33 in,0.0 in,Fair,,
1:53 AM,79 °F,76 °F,90 %,S,12 mph,0 mph,29.35 in,0.0 in,Cloudy,,
2:53 AM,79 °F,75 °F,88 %,S,9 mph,0 mph,29.34 in,0.0 in,Cloudy,,
3:53 AM,80 °F,76 °F,87 %,SSW,9 mph,0 mph,29.34 in,0.0 in,Cloudy,,
4:53 AM,76 °F,74 °F,94 %,S,3 mph,0 mph,29.36 in,0.0 in,Fair,,
5:53 AM,76 °F,74 °F,94 %,S,3 mph,0 mph,29.37 in,0.0 in,Partly Cloudy,,
6:53 AM,73 °F,73 °F,100 %,CALM,0 mph,0 mph,29.40 in,0.0 in,Fair,,
7:53 AM,74 °F,74 °F,100 %,CALM,0 mph,0 mph,29.42 in,0.0 in,Fair,,
8:53 AM,77 °F,74 °F,90 %,SSW,6 mph,0 mph,29.44 in,0.0 in,Fair,,
9:53 AM,84 °F,73 °F,69 %,SSW,7 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
10:53 AM,85 °F,73 °F,67 %,W,5 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,,
11:53 AM,89 °F,73 °F,59 %,W,6 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,,
12:53 PM,91 °F,71 °F,52 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,,
1:53 PM,89 °F,70 °F,53 %,ENE,6 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,,
2:53 PM,90 °F,72 °F,55 %,NNE,5 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,,
3:53 PM,91 °F,70 °F,50 %,NNE,9 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
4:53 PM,91 °F,71 °F,52 %,NE,8 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,,
5:53 PM,91 °F,68 °F,47 %,N,18 mph,0 mph,29.46 in,0.0 in,Partly Cloudy,,
6:53 PM,86 °F,69 °F,57 %,NNE,12 mph,24 mph,29.48 in,0.0 in,Mostly Cloudy,,
7:53 PM,85 °F,64 °F,49 %,N,15 mph,0 mph,29.52 in,0.0 in,Fair,,
8:53 PM,83 °F,54 °F,37 %,N,15 mph,0 mph,29.55 in,0.0 in,Fair,,
9:53 PM,81 °F,51 °F,35 %,N,18 mph,28 mph,29.56 in,0.0 in,Partly Cloudy,,
10:53 PM,80 °F,50 °F,35 %,N,16 mph,0 mph,29.61 in,0.0 in,Partly Cloudy,,
11:53 PM,78 °F,48 °F,35 %,N,20 mph,28 mph,29.62 in,0.0 in,Partly Cloudy,,
12:53 AM,76 °F,46 °F,35 %,N,15 mph,28 mph,29.63 in,0.0 in,Partly Cloudy,,
1:53 AM,75 °F,45 °F,34 %,N,21 mph,30 mph,29.63 in,0.0 in,Partly Cloudy / Windy,,
2:53 AM,73 °F,46 °F,38 %,N,16 mph,0 mph,29.64 in,0.0 in,Partly Cloudy,,
3:53 AM,72 °F,45 °F,38 %,NNE,18 mph,0 mph,29.66 in,0.0 in,Fair,,
4:53 AM,70 °F,45 °F,41 %,NNE,15 mph,25 mph,29.67 in,0.0 in,Fair,,
